,City,Rating,Votes,Price Range,Online Delivery,Table Booking,Average Cost for Two
0,New Delhi,4.3,7931,3,Yes,Yes,1600
1,New Delhi,4.5,778,3,No,Yes,1500
2,New Delhi,4.4,1537,2,Yes,No,850
3,New Delhi,4.1,1823,3,No,Yes,1850
4,New Delhi,4.4,840,3,No,Yes,1600
5,New Delhi,4.6,1071,2,Yes,Yes,900
6,Gurgaon,4.6,2093,4,No,No,2000
7,Gurgaon,2.4,2412,4,No,Yes,2000
8,New Delhi,4.4,1942,4,No,No,2200
9,Gurgaon,4.5,1262,3,Yes,Yes,1800
10,New Delhi,4.6,1136,2,No,No,900
11,Gurgaon,4.3,4385,4,No,No,2200
12,Gurgaon,4.2,1809,3,No,Yes,1500
13,New Delhi,4.3,1129,3,Yes,Yes,1900
14,New Delhi,3.7,3010,3,No,No,1000
15,New Delhi,3.9,1379,3,No,Yes,1200
16,New Delhi,3.7,1801,3,No,Yes,1600
17,New Delhi,4.2,621,3,No,No,1200
18,New Delhi,4.3,5172,2,Yes,No,500
19,New Delhi,4.1,1959,3,No,Yes,1600
20,Kolkata,4.8,1424,3,No,No,1200
21,Kolkata,4.2,1103,3,Yes,No,1200
22,Kolkata,4.9,1753,3,No,No,1600
23,Kolkata,4.3,7574,3,Yes,No,1000
24,Kolkata,4.9,5966,3,No,No,1600
25,Kolkata,4.0,1126,3,No,Yes,1000
26,Kolkata,4.4,1778,3,Yes,Yes,1000
27,Kolkata,4.0,911,3,Yes,Yes,1800
28,Kolkata,4.4,2224,3,No,No,1900
29,Kolkata,4.6,945,3,Yes,No,1400
30,Kolkata,4.6,1219,2,Yes,Yes,800
31,Kolkata,3.9,326,3,No,No,1000
32,Kolkata,4.2,2584,2,No,No,800
33,Kolkata,4.2,704,3,No,Yes,1200
34,Kolkata,4.1,1616,3,No,Yes,1600
35,Kolkata,4.2,5288,2,Yes,No,900
36,Kolkata,3.5,4464,3,Yes,No,1050
37,Kolkata,4.4,1484,3,No,Yes,1400
38,Kolkata,3.6,1040,3,No,Yes,1500
39,Kolkata,3.9,1064,3,No,Yes,1500
40,Mumbai,4.3,1240,3,No,No,1500
41,Mumbai,4.7,2083,3,Yes,Yes,1000
42,Mumbai,4.1,2040,3,Yes,Yes,1000
43,Mumbai,3.8,146,3,No,Yes,1000
44,Mumbai,3.8,181,3,No,Yes,1000
45,Mumbai,4.9,3244,3,No,No,1500
46,Mumbai,4.0,536,3,No,No,1200
47,Mumbai,3.4,170,2,No,Yes,850
48,Mumbai,3.8,617,3,No,No,1100
49,Mumbai,4.2,3370,3,Yes,No,1500
50,Mumbai,4.6,413,2,No,No,500
51,Mumbai,4.1,1295,3,Yes,Yes,1000
52,Mumbai,4.0,156,3,No,No,1000
53,Mumbai,3.9,317,3,No,Yes,1000
54,Mumbai,4.5,2662,2,Yes,No,800
55,Mumbai,4.0,5145,2,No,No,800
56,Mumbai,3.9,2076,2,Yes,No,700
57,Mumbai,3.6,1515,3,Yes,Yes,1000
58,Mumbai,4.2,1606,3,No,No,1500
59,Mumbai,3.9,885,3,No,Yes,1500
60,Bangalore,4.4,983,3,No,Yes,1200
61,Bangalore,4.8,10934,4,No,No,2000
62,Bangalore,4.7,9667,2,Yes,No,800
63,Bangalore,4.7,276,2,No,No,950
64,Bangalore,4.5,5705,3,Yes,Yes,1800
65,Bangalore,4.4,754,3,No,No,1500
66,Bangalore,4.5,1288,3,No,No,1500
67,Bangalore,4.6,627,2,No,No,600
68,Bangalore,3.9,1354,3,No,Yes,1300
69,Bangalore,4.0,3533,2,No,No,800
70,Bangalore,4.3,1413,2,Yes,No,600
71,Bangalore,4.6,6907,3,No,No,1400
72,Bangalore,4.3,753,1,Yes,No,400
73,Bangalore,3.9,405,3,No,No,1400
74,Bangalore,4.2,334,3,No,No,1200
75,Bangalore,4.6,781,2,No,No,600
76,Bangalore,4.7,2369,4,Yes,Yes,2400
77,Bangalore,4.1,2416,3,Yes,Yes,1300
78,Bangalore,4.2,231,3,Yes,No,1500
79,Bangalore,4.1,5385,3,No,Yes,1400
80,Pune,4.3,868,3,No,No,1500
81,Pune,4.8,2510,3,No,No,1000
82,Pune,4.1,997,2,Yes,Yes,800
83,Pune,4.5,1099,3,No,Yes,1500
84,Pune,4.4,208,3,No,Yes,1000
85,Pune,4.1,1143,3,No,Yes,1000
86,Pune,4.1,377,3,No,Yes,1000
87,Pune,4.4,635,2,No,Yes,900
88,Pune,4.2,306,3,No,Yes,1400
89,Pune,4.2,1531,3,No,Yes,1200
90,Pune,3.6,507,3,No,Yes,1200
91,Pune,4.2,583,2,Yes,No,850
92,Pune,4.5,2847,3,No,No,1700
93,Pune,4.3,1531,3,Yes,No,1800
94,Pune,4.1,140,3,No,Yes,1500
95,Pune,3.6,1566,4,Yes,Yes,2100
96,Pune,4.5,1439,3,Yes,Yes,1800
97,Pune,4.3,375,4,Yes,No,2000
98,Pune,4.0,1583,3,No,No,1000
99,Pune,4.2,487,3,Yes,Yes,1500
100,Hyderabad,4.9,200,3,No,No,1500
101,Hyderabad,4.7,1932,3,Yes,Yes,1800
102,Hyderabad,4.1,594,3,No,Yes,1200
103,Hyderabad,4.6,2553,3,Yes,No,1800
104,Hyderabad,4.1,1431,3,No,Yes,1100
105,Hyderabad,4.2,221,3,No,Yes,1200
106,Hyderabad,4.2,79,3,No,No,1400
107,Hyderabad,4.9,5434,3,No,No,1500
108,Hyderabad,3.8,144,3,No,Yes,1500
109,Hyderabad,3.9,616,3,Yes,No,1100
110,Hyderabad,4.1,571,3,No,Yes,1400
111,Hyderabad,4.3,3374,3,Yes,Yes,1500
112,Secunderabad,4.4,494,2,Yes,Yes,850
113,Hyderabad,4.8,1023,2,No,No,600
114,Hyderabad,4.3,860,3,No,Yes,1900
115,Hyderabad,4.4,2218,4,Yes,Yes,2000
116,Hyderabad,4.0,682,2,Yes,Yes,700
117,Hyderabad,4.2,1859,3,Yes,No,1800
118,Secunderabad,4.6,1408,2,No,Yes,800
119,Hyderabad,4.7,344,2,No,No,500
120,Chennai,4.6,1267,3,No,No,1400
121,Chennai,4.2,1714,3,No,Yes,1000
122,Chennai,3.8,519,2,Yes,Yes,800
123,Chennai,4.8,1262,3,Yes,Yes,1700
124,Chennai,4.5,1210,3,Yes,Yes,1500
125,Chennai,4.0,2272,2,No,Yes,900
126,Chennai,4.2,1810,2,Yes,Yes,800
127,Chennai,4.2,841,2,Yes,Yes,850
128,Chennai,4.9,859,3,No,No,1600
129,Chennai,4.6,1753,3,Yes,Yes,1200
130,Chennai,4.6,1510,1,No,No,350
131,Chennai,4.4,3848,4,No,No,2000
132,Chennai,4.3,742,2,Yes,Yes,850
133,Chennai,3.8,1317,2,Yes,No,900
134,Chennai,4.4,645,2,Yes,Yes,850
135,Chennai,4.2,191,1,Yes,No,450
136,Chennai,4.0,1820,3,Yes,Yes,1500
137,Chennai,4.1,1004,3,No,No,1100
138,Chennai,4.4,1504,2,Yes,Yes,750
139,Chennai,4.3,1607,3,Yes,Yes,1200
140,Lucknow,4.3,887,3,No,No,1000
141,Lucknow,4.7,1069,4,No,No,1600
142,Lucknow,4.2,691,3,No,No,1200
143,Lucknow,4.2,762,3,No,No,1100
144,Lucknow,4.1,288,2,No,No,400
145,Lucknow,4.9,1057,1,No,No,300
146,Lucknow,4.0,79,3,No,No,1000
147,Lucknow,4.3,124,3,No,No,1300
148,Lucknow,4.4,818,2,No,No,400
149,Lucknow,4.2,149,4,No,No,2000
150,Lucknow,4.1,165,2,No,No,400
151,Lucknow,4.2,411,3,No,No,1000
152,Lucknow,4.0,587,2,No,No,700
153,Lucknow,3.7,514,3,No,No,1000
154,Lucknow,4.3,106,2,No,No,450
155,Lucknow,4.5,144,1,No,No,200
156,Lucknow,3.9,217,2,No,No,450
157,Lucknow,4.1,80,3,No,No,1000
158,Lucknow,3.9,268,3,No,No,1100
159,Lucknow,3.5,147,2,No,No,650
160,Kochi,4.4,333,2,Yes,No,700
161,Kochi,4.3,722,2,No,No,900
162,Kochi,4.0,406,1,No,No,400
163,Kochi,4.2,659,2,No,No,600
164,Kochi,4.3,658,3,No,No,1000
165,Kochi,4.0,246,1,Yes,No,400
166,Kochi,4.2,394,3,No,No,1000
167,Kochi,4.2,482,2,Yes,No,650
168,Kochi,3.7,145,3,Yes,No,1000
169,Kochi,4.3,312,2,No,No,700
170,Kochi,4.0,160,2,No,No,800
171,Kochi,4.6,289,3,No,No,1000
172,Kochi,4.2,146,2,No,No,650
173,Kochi,3.7,105,2,No,No,550
174,Kochi,3.7,277,2,No,No,800
175,Kochi,3.5,348,1,No,No,400
176,Kochi,3.8,281,1,No,No,350
177,Kochi,4.5,213,3,No,No,1500
178,Kochi,4.4,662,2,Yes,No,600
179,Kochi,3.6,361,2,No,No,600
180,Jaipur,3.9,676,3,No,No,1650
181,Jaipur,4.0,916,3,No,No,1800
182,Jaipur,4.0,212,3,No,No,1000
183,Jaipur,4.7,1469,2,Yes,No,750
184,Jaipur,3.9,67,3,No,No,1500
185,Jaipur,4.3,1121,3,No,No,1500
186,Jaipur,4.2,198,2,Yes,No,650
187,Jaipur,4.4,843,3,Yes,No,1300
188,Jaipur,4.3,798,2,Yes,No,800
189,Jaipur,4.0,582,3,Yes,No,1400
190,Jaipur,4.1,148,2,No,No,700
191,Jaipur,4.9,322,4,Yes,No,2000
192,Jaipur,3.9,310,3,Yes,No,1200
193,Jaipur,3.7,112,2,Yes,No,800
194,Jaipur,2.6,46,3,No,No,1000
195,Jaipur,4.5,420,4,No,No,2300
196,Jaipur,4.2,633,3,Yes,No,1000
197,Jaipur,4.3,308,4,No,No,2500
198,Jaipur,4.3,1478,3,No,No,1600
199,Jaipur,4.4,389,2,Yes,No,750
200,Ahmedabad,4.4,944,3,Yes,No,1000
201,Ahmedabad,3.8,63,3,Yes,No,1000
202,Ahmedabad,4.4,113,2,Yes,No,500
203,Ahmedabad,4.5,217,1,Yes,No,300
204,Ahmedabad,4.1,1041,3,No,No,1200
205,Ahmedabad,4.3,325,3,No,No,900
206,Ahmedabad,4.3,744,2,Yes,No,700
207,Ahmedabad,4.5,1138,3,Yes,No,950
208,Ahmedabad,4.1,769,3,No,No,800
209,Ahmedabad,4.3,731,3,Yes,No,900
210,Ahmedabad,3.9,166,2,Yes,No,550
211,Ahmedabad,4.2,1582,3,No,No,900
212,Ahmedabad,4.4,697,2,No,No,450
213,Ahmedabad,3.6,375,3,No,No,1400
214,Ahmedabad,4.1,192,3,No,No,1200
215,Ahmedabad,3.8,432,2,Yes,No,600
216,Ahmedabad,4.0,404,2,Yes,No,700
217,Ahmedabad,4.6,166,2,No,No,350
218,Ahmedabad,3.7,1315,4,No,No,1800
219,Ahmedabad,4.0,535,3,No,No,1200
220,Chandigarh,4.1,397,2,No,No,650
221,Chandigarh,4.3,228,3,No,No,1800
222,Chandigarh,4.3,970,3,Yes,No,1400
223,Chandigarh,3.7,665,2,Yes,No,850
224,Chandigarh,4.0,356,2,No,No,600
225,Chandigarh,3.3,86,2,No,No,800
226,Chandigarh,4.5,1450,3,No,No,1300
227,Chandigarh,4.2,252,2,Yes,No,600
228,Chandigarh,3.8,982,2,No,No,700
229,Chandigarh,4.2,676,3,No,No,1600
230,Chandigarh,4.4,817,4,No,No,2200
231,Chandigarh,4.0,265,1,Yes,No,450
232,Mohali,4.3,99,2,Yes,No,550
233,Panchkula,4.2,843,4,No,No,2000
234,Chandigarh,4.1,698,2,No,No,650
235,Chandigarh,4.5,249,2,Yes,No,500
236,Chandigarh,4.0,1022,3,No,No,1200
237,Chandigarh,4.1,300,3,No,No,1600
238,Chandigarh,3.4,502,3,Yes,No,1000
239,Chandigarh,4.0,428,3,No,No,1400
240,Goa,4.3,2191,4,No,No,1400
241,Goa,4.2,367,4,No,No,2000
242,Goa,3.5,1681,4,No,No,1500
243,Goa,4.2,856,4,No,No,1000
244,Goa,4.4,1115,4,No,No,1600
245,Goa,4.3,918,4,No,No,1300
246,Goa,4.5,840,3,No,No,600
247,Goa,3.7,1221,3,No,No,800
248,Goa,4.8,415,4,No,No,1100
249,Goa,4.7,681,4,No,No,1500
250,Goa,4.5,280,3,No,No,800
251,Goa,4.4,646,4,No,No,2000
252,Goa,4.6,302,3,No,No,800
253,Goa,3.8,911,4,No,No,1100
254,Goa,4.6,555,4,No,No,1100
255,Goa,3.8,601,3,No,No,700
256,Goa,4.2,414,3,No,No,800
257,Goa,4.4,323,4,No,No,1100
258,Goa,4.3,265,3,No,No,800
259,Goa,3.7,516,4,No,No,1500
260,Indore,4.0,341,3,No,No,800
261,Indore,3.9,69,2,No,No,500
262,Indore,3.7,238,3,No,No,1300
263,Indore,4.3,334,4,No,No,1500
264,Indore,4.1,152,1,No,No,250
265,Indore,3.9,502,2,No,No,700
266,Indore,3.8,214,3,No,No,800
267,Indore,3.8,209,4,No,No,2000
268,Indore,4.3,171,2,No,No,500
269,Indore,4.1,100,3,No,No,850
270,Indore,4.0,413,4,No,No,1500
271,Indore,3.9,430,2,No,No,700
272,Indore,4.1,181,3,No,No,1100
273,Indore,4.0,404,3,No,No,1200
274,Indore,4.2,304,3,No,No,1000
275,Indore,4.0,496,3,No,No,850
276,Indore,4.3,87,2,No,No,400
277,Indore,3.1,26,2,No,No,650
278,Indore,3.8,69,2,No,No,650
279,Indore,4.1,37,4,No,No,1950
280,Nashik,3.7,162,3,No,No,500
281,Nashik,3.9,218,1,No,No,100
282,Nashik,3.8,164,4,No,No,1100
283,Nashik,3.6,91,4,No,No,1000
284,Nashik,3.3,15,3,No,No,600
285,Nashik,3.8,117,4,No,No,1500
286,Nashik,3.3,33,4,No,No,1000
287,Nashik,3.0,25,3,No,No,800
288,Nashik,3.4,162,3,No,No,600
289,Nashik,3.5,80,2,No,No,400
290,Nashik,3.5,166,3,No,No,500
291,Nashik,3.6,125,3,No,No,600
292,Nashik,3.4,86,1,No,No,150
293,Nashik,3.8,76,2,No,No,400
294,Nashik,3.4,177,3,No,No,700
295,Nashik,3.4,24,3,No,No,800
296,Nashik,3.5,140,3,No,No,800
297,Nashik,3.4,71,3,No,No,900
298,Nashik,3.6,86,2,No,No,400
299,Nashik,3.5,77,2,No,No,400
300,Ludhiana,3.9,80,3,No,No,1400
301,Ludhiana,4.2,217,3,No,No,1400
302,Ludhiana,4.6,196,2,No,No,800
303,Ludhiana,4.2,210,2,No,No,800
304,Ludhiana,4.4,325,3,No,No,1200
305,Ludhiana,4.1,178,3,No,No,1500
306,Ludhiana,4.2,261,2,No,No,800
307,Ludhiana,3.9,41,3,No,No,1300
308,Ludhiana,3.7,153,2,No,No,800
309,Ludhiana,3.5,17,3,No,No,1500
310,Ludhiana,4.3,87,4,No,No,2000
311,Ludhiana,3.9,154,3,No,No,1500
312,Ludhiana,4.1,191,3,No,No,1400
313,Ludhiana,4.4,138,3,No,No,1100
314,Ludhiana,3.9,109,1,No,No,400
315,Ludhiana,3.6,93,2,No,No,800
316,Ludhiana,3.8,156,3,No,No,1200
317,Ludhiana,3.5,116,3,No,No,1000
318,Ludhiana,3.8,53,3,No,No,1600
319,Ludhiana,3.6,86,2,No,No,700
320,Guwahati,4.9,774,4,No,No,1500
321,Guwahati,4.3,233,2,No,No,700
322,Guwahati,4.1,124,2,No,No,500
323,Guwahati,4.2,110,3,No,No,1400
324,Guwahati,4.7,126,2,No,No,600
325,Guwahati,4.4,129,3,No,No,1300
326,Guwahati,3.6,327,3,No,No,800
327,Guwahati,4.1,179,3,No,No,850
328,Guwahati,4.0,28,2,No,No,500
329,Guwahati,3.9,360,3,No,No,1400
330,Guwahati,4.6,394,3,No,No,800
331,Guwahati,4.1,304,3,No,No,750
332,Guwahati,3.6,142,1,No,No,300
333,Guwahati,4.2,99,2,No,No,500
334,Guwahati,4.0,256,3,No,No,1000
335,Guwahati,4.4,222,4,No,No,1650
336,Guwahati,4.3,369,2,No,No,600
337,Guwahati,4.1,25,2,No,No,500
338,Guwahati,4.1,290,2,No,No,500
339,Guwahati,4.3,96,2,No,No,700
340,Amritsar,3.4,345,2,No,No,700
341,Amritsar,3.5,461,2,No,No,500
342,Amritsar,3.9,206,1,No,No,200
343,Amritsar,3.8,276,2,No,No,500
344,Amritsar,3.9,151,1,No,No,300
345,Amritsar,4.1,140,1,No,No,150
346,Amritsar,3.8,192,2,No,No,500
347,Amritsar,3.8,71,2,No,No,400
348,Amritsar,3.5,111,2,No,No,400
349,Amritsar,4.1,104,1,No,No,100
350,Amritsar,3.7,94,2,No,No,500
351,Amritsar,3.4,122,3,No,No,800
352,Amritsar,3.5,96,3,No,No,1000
353,Amritsar,3.6,56,1,No,No,150
354,Amritsar,3.4,44,2,No,No,600
355,Amritsar,3.4,98,3,No,No,1200
356,Amritsar,3.5,91,1,No,No,300
357,Amritsar,3.4,26,2,No,No,500
358,Amritsar,3.6,51,2,No,No,700
359,Amritsar,4.0,52,1,No,No,100
360,Kanpur,3.4,49,2,No,No,350
361,Kanpur,3.9,97,2,No,No,500
362,Kanpur,4.0,24,3,No,No,1000
363,Kanpur,3.6,106,3,No,No,850
364,Kanpur,3.3,148,2,No,No,550
365,Kanpur,3.7,160,4,No,No,1500
366,Kanpur,3.9,127,1,No,No,0
367,Kanpur,3.9,113,4,No,No,3000
368,Kanpur,3.9,97,2,No,No,400
369,Kanpur,4.1,87,2,No,No,500
370,Kanpur,4.0,41,3,No,No,1400
371,Kanpur,3.6,34,1,No,No,0
372,Kanpur,4.0,54,4,No,No,1500
373,Kanpur,4.1,158,3,No,No,1000
374,Kanpur,4.3,155,4,No,No,1500
375,Kanpur,3.9,86,4,No,No,1500
376,Kanpur,3.5,43,2,No,No,600
377,Kanpur,4.1,171,2,No,No,350
378,Kanpur,3.3,51,3,No,No,800
379,Kanpur,3.8,97,3,No,No,1000
380,Allahabad,3.4,106,3,No,No,500
381,Allahabad,3.6,59,4,No,No,1000
382,Allahabad,3.4,58,3,No,No,500
383,Allahabad,3.5,105,3,No,No,500
384,Allahabad,3.5,134,2,No,No,400
385,Allahabad,3.3,76,2,No,No,350
386,Allahabad,3.2,151,3,No,No,500
387,Allahabad,3.7,105,1,No,No,200
388,Allahabad,3.4,99,3,No,No,600
389,Allahabad,3.4,83,3,No,No,600
390,Allahabad,3.3,49,1,No,No,0
391,Allahabad,3.6,57,3,No,No,500
392,Allahabad,3.4,32,2,No,No,400
393,Allahabad,3.2,51,3,No,No,500
394,Allahabad,3.4,35,3,No,No,700
395,Allahabad,3.4,57,3,No,No,500
396,Allahabad,3.4,18,3,No,No,600
397,Allahabad,3.2,6,3,No,No,800
398,Allahabad,3.3,58,3,No,No,800
399,Allahabad,3.3,53,2,No,No,400
400,Aurangabad,3.6,240,3,No,No,800
401,Aurangabad,3.7,89,2,No,No,450
402,Aurangabad,3.3,71,2,No,No,500
403,Aurangabad,3.5,21,1,No,No,300
404,Aurangabad,3.6,73,3,No,No,1000
405,Aurangabad,3.3,47,2,No,No,500
406,Aurangabad,3.4,75,2,No,No,450
407,Aurangabad,3.2,8,2,No,No,400
408,Aurangabad,3.3,76,2,No,No,450
409,Aurangabad,3.4,94,4,No,No,1800
410,Aurangabad,3.3,74,2,No,No,600
411,Aurangabad,3.3,46,2,No,No,400
412,Aurangabad,3.1,19,2,No,No,700
413,Aurangabad,3.4,71,2,No,No,500
414,Aurangabad,3.3,45,2,No,No,700
415,Aurangabad,3.3,63,2,No,No,600
416,Aurangabad,3.4,46,2,No,No,350
417,Aurangabad,3.3,65,3,No,No,850
418,Aurangabad,3.4,39,2,No,No,650
419,Aurangabad,3.4,34,2,No,No,450
420,Bhopal,4.0,257,3,No,No,1000
421,Bhopal,4.1,103,2,No,No,500
422,Bhopal,3.6,20,2,No,No,350
423,Bhopal,3.6,111,2,No,No,500
424,Bhopal,3.5,175,2,No,No,550
425,Bhopal,4.3,128,4,No,No,1800
426,Bhopal,4.4,243,2,No,No,400
427,Bhopal,4.9,427,1,No,No,250
428,Bhopal,4.0,103,3,No,No,1000
429,Bhopal,3.4,63,2,No,No,600
430,Bhopal,3.8,98,2,No,No,600
431,Bhopal,3.8,33,2,No,No,500
432,Bhopal,3.9,126,2,No,No,700
433,Bhopal,3.3,51,1,No,No,200
434,Bhopal,4.1,238,2,No,No,400
435,Bhopal,4.1,118,2,No,No,650
436,Bhopal,4.2,223,2,No,No,500
437,Bhopal,4.3,120,2,No,No,500
438,Bhopal,3.8,79,3,No,No,900
439,Bhopal,3.9,161,2,No,No,500
440,Ranchi,3.7,81,3,No,No,1000
441,Ranchi,3.6,119,3,No,No,1000
442,Ranchi,4.0,370,1,No,No,450
443,Ranchi,3.2,125,2,No,No,500
444,Ranchi,3.5,67,3,No,No,1500
445,Ranchi,3.4,117,2,No,No,650
446,Ranchi,3.6,95,3,No,No,1000
447,Ranchi,3.4,102,1,No,No,450
448,Ranchi,3.5,66,2,No,No,700
449,Ranchi,3.2,51,1,No,No,400
450,Ranchi,3.4,62,4,No,No,2000
451,Ranchi,3.7,92,1,No,No,400
452,Ranchi,3.7,116,3,No,No,1000
453,Ranchi,3.5,112,1,No,No,200
454,Ranchi,3.4,13,1,No,No,400
455,Ranchi,3.3,20,2,No,No,650
456,Ranchi,3.3,19,2,No,No,500
457,Ranchi,3.1,26,2,No,No,500
458,Ranchi,3.3,89,1,No,No,400
459,Ranchi,3.3,65,3,No,No,1000
460,Vizag,4.1,125,4,No,No,1700
461,Vizag,4.4,316,3,No,No,1400
462,Vizag,4.9,345,4,No,No,1600
463,Vizag,4.3,230,2,No,No,600
464,Vizag,3.6,154,2,No,No,600
465,Vizag,3.7,240,1,No,No,300
466,Vizag,3.8,27,3,No,No,1000
467,Vizag,4.6,289,2,No,No,600
468,Vizag,4.3,172,2,No,No,600
469,Vizag,4.1,75,2,No,No,600
470,Vizag,3.6,84,2,No,No,500
471,Vizag,3.5,124,2,No,No,600
472,Vizag,3.8,74,4,No,No,1500
473,Vizag,3.8,175,2,No,No,450
474,Vizag,3.7,85,2,No,No,400
475,Vizag,4.2,270,1,No,No,300
476,Vizag,4.0,169,2,No,No,450
477,Vizag,3.7,57,2,No,No,500
478,Vizag,3.6,193,2,No,No,600
479,Vizag,4.4,73,3,No,No,1300
480,Bhubaneshwar,3.5,89,1,No,No,400
481,Bhubaneshwar,4.5,145,2,No,No,600
482,Bhubaneshwar,4.0,90,2,No,No,900
483,Bhubaneshwar,3.8,424,2,No,No,600
484,Bhubaneshwar,3.9,289,2,No,No,500
485,Bhubaneshwar,4.1,199,1,No,No,300
486,Bhubaneshwar,3.8,56,2,No,No,500
487,Bhubaneshwar,3.9,247,2,No,No,500
488,Bhubaneshwar,3.8,253,1,No,No,450
489,Bhubaneshwar,4.1,379,2,No,No,550
490,Bhubaneshwar,4.3,69,2,No,No,800
491,Bhubaneshwar,3.7,228,2,No,No,500
492,Bhubaneshwar,3.7,338,1,No,No,450
493,Bhubaneshwar,3.7,118,2,No,No,850
494,Bhubaneshwar,4.0,145,2,No,No,500
495,Bhubaneshwar,3.6,173,1,No,No,450
496,Bhubaneshwar,4.0,197,1,No,No,400
497,Bhubaneshwar,4.2,49,2,No,No,900
498,Bhubaneshwar,4.3,345,3,No,No,1500
499,Bhubaneshwar,4.1,256,3,No,No,1400
500,Coimbatore,4.2,40,3,No,No,1200
501,Coimbatore,3.9,85,2,Yes,No,700
502,Coimbatore,4.4,505,3,No,No,1400
503,Coimbatore,4.6,202,3,Yes,No,800
504,Coimbatore,3.5,274,2,Yes,No,600
505,Coimbatore,4.5,380,2,No,No,350
506,Coimbatore,4.2,221,2,No,No,700
507,Coimbatore,4.2,299,3,No,No,1400
508,Coimbatore,4.3,147,2,No,No,500
509,Coimbatore,4.0,215,4,No,No,1500
510,Coimbatore,4.1,243,3,Yes,No,1200
511,Coimbatore,3.9,318,2,No,No,600
512,Coimbatore,4.0,132,2,Yes,No,600
513,Coimbatore,3.8,24,2,No,No,450
514,Coimbatore,4.0,203,3,No,No,1000
515,Coimbatore,4.3,225,2,No,No,400
516,Coimbatore,4.3,161,1,No,No,300
517,Coimbatore,4.9,200,2,Yes,No,350
518,Coimbatore,3.8,221,3,No,No,1200
519,Coimbatore,3.8,124,2,Yes,No,400
520,Mangalore,4.1,245,3,No,No,800
521,Mangalore,3.7,104,3,No,No,1000
522,Mangalore,3.7,173,3,No,No,1000
523,Mangalore,3.9,257,3,No,No,750
524,Mangalore,3.8,196,3,No,No,900
525,Mangalore,3.8,328,2,No,No,700
526,Mangalore,3.9,156,2,No,No,700
527,Mangalore,3.7,193,4,No,No,1600
528,Mangalore,3.6,84,2,No,No,500
529,Mangalore,3.8,290,3,No,No,800
530,Mangalore,4.2,281,2,No,No,500
531,Mangalore,3.6,275,2,No,No,700
532,Mangalore,3.7,260,3,No,No,1000
533,Mangalore,3.6,209,2,No,No,600
534,Mangalore,3.7,355,2,No,No,700
535,Mangalore,3.7,175,2,No,No,500
536,Mangalore,3.5,127,2,No,No,600
537,Mangalore,3.5,183,4,No,No,1500
538,Mangalore,3.9,196,1,No,No,200
539,Mangalore,3.5,280,2,No,No,600
540,Vadodara,4.1,395,3,No,No,1000
541,Vadodara,4.0,93,3,No,No,1200
542,Vadodara,3.8,130,2,No,No,600
543,Vadodara,4.3,92,2,No,No,600
544,Vadodara,4.6,321,3,No,No,1300
545,Vadodara,4.3,332,4,No,No,1500
546,Vadodara,4.4,276,4,No,No,1500
547,Vadodara,3.8,107,3,No,No,800
548,Vadodara,3.9,243,3,No,No,800
549,Vadodara,3.9,145,2,No,No,400
550,Vadodara,3.5,96,3,No,No,800
551,Vadodara,4.1,202,3,No,No,1000
552,Vadodara,3.5,82,3,No,No,1000
553,Vadodara,4.5,344,2,No,No,400
554,Vadodara,4.2,132,2,No,No,700
555,Vadodara,3.8,149,3,No,No,800
556,Vadodara,4.0,191,2,No,No,600
557,Vadodara,4.1,269,2,No,No,600
558,Vadodara,3.9,50,1,No,No,300
559,Vadodara,3.8,71,2,No,No,500
560,Nagpur,4.9,226,4,No,No,1600
561,Nagpur,4.2,164,2,Yes,No,600
562,Nagpur,4.5,520,2,No,No,600
563,Nagpur,3.3,27,2,No,No,500
564,Nagpur,4.0,284,3,Yes,No,750
565,Nagpur,4.0,185,2,Yes,No,550
566,Nagpur,4.4,257,3,Yes,No,1200
567,Nagpur,2.2,147,2,Yes,No,550
568,Nagpur,4.0,100,3,No,No,1000
569,Nagpur,3.9,140,2,No,No,350
570,Nagpur,3.7,201,2,Yes,No,400
571,Nagpur,3.8,73,1,No,No,250
572,Nagpur,4.3,270,3,No,No,1100
573,Nagpur,4.2,275,3,Yes,No,1300
574,Nagpur,3.8,45,3,No,No,1000
575,Nagpur,4.0,306,3,No,No,1000
576,Nagpur,3.9,26,1,No,No,250
577,Nagpur,4.0,103,2,Yes,No,500
578,Nagpur,3.9,19,1,Yes,No,250
579,Nagpur,4.3,88,2,Yes,No,550
580,Agra,3.9,140,3,No,No,850
581,Agra,4.9,77,1,No,No,0
582,Agra,4.1,168,2,No,No,700
583,Agra,4.2,177,3,No,No,1000
584,Agra,4.2,166,3,No,No,1000
585,Agra,3.9,98,1,No,No,0
586,Agra,3.7,175,3,No,No,900
587,Agra,3.9,103,1,No,No,0
588,Agra,4.4,134,2,No,No,700
589,Agra,4.3,133,4,No,No,2500
590,Agra,4.0,87,2,No,No,400
591,Agra,3.5,71,2,No,No,700
592,Agra,3.4,70,3,No,No,1100
593,Agra,4.0,41,4,No,No,2500
594,Agra,3.6,94,2,No,No,500
595,Agra,4.1,121,2,No,No,550
596,Agra,3.8,46,4,No,No,3600
597,Agra,4.0,45,4,No,No,2000
598,Agra,3.8,57,4,No,No,1500
599,Agra,3.6,59,3,No,No,800
600,Dehradun,4.4,66,4,No,No,1600
601,Dehradun,4.2,406,3,No,No,750
