,City,Rating,Votes,Price Range,Online Delivery,Table Booking,Average Cost for Two
8006,New Delhi,3.4,31,1,No,No,250
8007,New Delhi,3.3,32,1,No,No,450
8008,Noida,2.8,18,1,No,No,350
8009,Noida,3.2,12,1,No,No,400
8010,Noida,0,2,2,No,No,500
8011,New Delhi,2.9,16,1,No,No,150
8012,New Delhi,3.2,13,1,No,No,400
8013,Noida,2.6,17,2,Yes,No,500
8014,Noida,3.2,9,1,No,No,400
8015,Noida,3.0,5,1,No,No,400
8016,Noida,3.0,10,1,No,No,300
8017,New Delhi,2.9,10,1,No,No,400
8018,Noida,2.9,22,2,No,No,650
8019,Noida,2.8,8,2,Yes,No,500
8020,Noida,2.9,12,1,No,No,200
8021,Noida,3.1,7,1,No,No,150
8022,New Delhi,3.3,32,1,No,No,450
8023,New Delhi,2.9,16,1,No,No,150
8024,New Delhi,3.2,13,1,No,No,400
8025,Noida,3.2,9,1,No,No,400
8026,Noida,3.0,10,1,No,No,300
8027,New Delhi,2.9,10,1,No,No,400
8028,New Delhi,3.1,16,1,No,No,100
8029,Noida,2.8,8,2,Yes,No,500
8030,Noida,2.9,12,1,No,No,200
8031,New Delhi,2.9,14,2,No,No,550
8032,Noida,2.7,9,2,Yes,No,700
8033,Noida,2.9,4,1,No,No,300
8034,New Delhi,3.0,5,1,No,No,300
8035,New Delhi,2.8,7,2,No,No,500
8036,New Delhi,0,3,1,No,No,300
8037,Noida,3.0,5,1,No,No,200
8038,New Delhi,2.8,7,1,No,No,50
8039,New Delhi,0,1,1,No,No,350
8040,New Delhi,0,2,1,No,No,100
8041,New Delhi,0,3,1,No,No,100
8042,New Delhi,2.9,16,1,No,No,150
8043,New Delhi,3.2,13,1,No,No,400
8044,Noida,3.2,9,1,No,No,400
8045,New Delhi,2.9,10,1,No,No,400
8046,New Delhi,3.1,16,1,No,No,100
8047,Noida,2.9,12,1,No,No,200
8048,Noida,3.1,7,1,No,No,150
8049,New Delhi,2.9,14,2,No,No,550
8050,New Delhi,3.0,8,1,No,No,100
8051,New Delhi,2.9,5,1,No,No,250
8052,New Delhi,2.9,6,1,No,No,200
8053,New Delhi,3.0,5,1,No,No,300
8054,New Delhi,2.8,7,2,No,No,500
8055,New Delhi,2.9,7,1,No,No,150
8056,New Delhi,2.9,5,1,No,No,150
8057,New Delhi,0,3,1,No,No,300
8058,New Delhi,2.8,7,1,No,No,50
8059,New Delhi,0,1,1,No,No,350
8060,New Delhi,0,2,1,No,No,100
8061,New Delhi,0,3,1,No,No,100
8062,Noida,3.1,30,1,Yes,No,350
8063,New Delhi,3.0,31,1,No,No,350
8064,Noida,2.8,31,1,No,No,350
8065,Noida,3.3,10,2,Yes,No,500
8066,New Delhi,3.4,31,1,No,No,250
8067,New Delhi,2.6,27,2,No,No,700
8068,Noida,3.3,27,1,No,No,300
8069,Noida,2.7,26,2,No,No,550
8070,Noida,0,2,2,No,No,500
8071,New Delhi,2.9,16,1,No,No,150
8072,New Delhi,2.9,10,1,No,No,400
8073,New Delhi,3.1,16,1,No,No,100
8074,Noida,3.0,4,1,No,No,300
8075,Noida,2.9,12,1,No,No,200
8076,Noida,3.1,7,1,No,No,150
8077,New Delhi,2.9,14,2,No,No,550
8078,New Delhi,3.0,13,1,No,No,150
8079,Noida,0,0,1,No,No,200
8080,Noida,3.0,9,1,No,No,100
8081,Noida,2.7,9,2,Yes,No,700
8082,New Delhi,3.9,1545,3,No,Yes,1500
8083,New Delhi,4.7,1563,2,No,No,600
8084,New Delhi,4.0,817,3,Yes,Yes,1800
8085,New Delhi,3.9,3206,2,No,No,500
8086,Gurgaon,4.2,1193,4,No,Yes,3200
8087,New Delhi,4.3,4085,2,No,No,900
8088,New Delhi,4.2,2549,4,Yes,Yes,2600
8089,New Delhi,4.5,2213,3,No,No,1200
8090,New Delhi,3.9,1485,2,No,No,700
8091,New Delhi,4.1,799,3,No,Yes,1800
8092,New Delhi,4.1,387,3,No,No,1400
8093,New Delhi,3.8,1174,3,No,Yes,1200
8094,Gurgaon,4.4,3569,3,No,No,1800
8095,New Delhi,4.7,268,4,No,No,2000
8096,New Delhi,4.0,4689,2,No,No,800
8097,Gurgaon,4.3,716,3,Yes,Yes,1500
8098,New Delhi,4.4,4373,3,Yes,No,1500
8099,New Delhi,4.3,1252,3,Yes,Yes,1600
8100,New Delhi,4.2,2131,3,Yes,Yes,1400
8101,New Delhi,4.9,408,4,No,No,5000
8102,Noida,2.6,59,2,No,No,500
8103,Noida,3.2,36,2,No,No,550
8104,Noida,2.6,34,2,Yes,No,500
8105,Noida,3.3,34,2,Yes,Yes,800
8106,Noida,3.0,37,1,No,No,400
8107,Noida,2.6,32,2,No,No,500
8108,Noida,3.1,30,1,Yes,No,350
8109,Noida,2.5,17,1,Yes,No,450
8110,Noida,2.8,31,1,No,No,350
8111,Noida,3.3,10,2,Yes,No,500
8112,Noida,3.3,27,1,No,No,300
8113,Noida,2.8,18,1,No,No,350
8114,Noida,3.0,26,2,Yes,No,600
8115,Noida,3.1,16,2,Yes,No,550
8116,Noida,2.7,26,2,No,No,550
8117,Noida,2.6,17,2,Yes,No,500
8118,Noida,3.2,9,1,No,No,400
8119,Noida,3.0,5,1,No,No,400
8120,Noida,3.0,4,1,No,No,300
8121,Noida,3.0,8,1,No,No,350
8122,New Delhi,3.3,26,2,No,Yes,900
8123,New Delhi,2.6,27,2,No,No,700
8124,Noida,3.3,27,1,No,No,300
8125,New Delhi,3.0,25,2,No,Yes,900
8126,Noida,2.7,26,2,No,No,550
8127,Noida,0,2,2,No,No,500
8128,Noida,2.3,15,1,Yes,No,150
8129,Noida,3.2,9,1,No,No,400
8130,New Delhi,3.1,16,1,No,No,100
8131,Noida,3.0,4,1,No,No,300
8132,Noida,3.0,10,1,No,No,250
8133,Noida,2.9,12,1,No,No,200
8134,New Delhi,3.0,13,1,No,No,150
8135,Noida,0,0,1,No,No,200
8136,Noida,3.0,9,1,No,No,100
8137,New Delhi,3.0,5,1,No,No,300
8138,Noida,2.5,7,2,Yes,No,500
8139,New Delhi,2.9,4,2,No,No,500
8140,Noida,3.0,7,1,No,No,400
8141,New Delhi,3.1,5,1,No,No,450
8142,Noida,0,0,1,No,No,200
8143,Noida,0,0,1,No,No,300
8144,Noida,3.9,1088,3,No,No,1300
8145,Noida,3.6,301,2,No,No,600
8146,Noida,4.1,228,4,No,Yes,2800
8147,Noida,3.4,190,2,Yes,No,600
8148,Noida,3.4,144,3,No,No,1000
8149,Noida,2.2,134,2,Yes,No,650
8150,Noida,2.2,116,4,No,Yes,2500
8151,Noida,3.4,93,2,Yes,No,500
8152,Noida,3.1,144,2,Yes,No,500
8153,Noida,2.7,90,2,Yes,No,600
8154,Noida,2.6,70,1,Yes,No,300
8155,New Delhi,3.5,90,2,Yes,No,500
8156,Noida,4.0,76,2,Yes,No,500
8157,Noida,3.7,38,2,Yes,No,900
8158,Noida,3.2,36,2,No,No,550
8159,Noida,3.3,34,2,Yes,Yes,800
8160,Noida,2.6,32,2,No,No,500
8161,New Delhi,3.3,28,1,No,No,450
8162,New Delhi,3.9,1545,3,No,Yes,1500
8163,New Delhi,4.7,1563,2,No,No,600
8164,New Delhi,4.0,817,3,Yes,Yes,1800
8165,New Delhi,3.9,3206,2,No,No,500
8166,Gurgaon,4.2,1193,4,No,Yes,3200
8167,New Delhi,4.3,4085,2,No,No,900
8168,New Delhi,4.2,2549,4,Yes,Yes,2600
8169,New Delhi,4.5,2213,3,No,No,1200
8170,New Delhi,3.9,1485,2,No,No,700
8171,New Delhi,4.1,799,3,No,Yes,1800
8172,New Delhi,4.1,387,3,No,No,1400
8173,New Delhi,3.8,1174,3,No,Yes,1200
8174,Gurgaon,4.4,3569,3,No,No,1800
8175,New Delhi,4.7,268,4,No,No,2000
8176,New Delhi,4.0,4689,2,No,No,800
8177,Gurgaon,4.3,716,3,Yes,Yes,1500
8178,New Delhi,4.4,4373,3,Yes,No,1500
8179,New Delhi,4.3,1252,3,Yes,Yes,1600
8180,New Delhi,4.2,2131,3,Yes,Yes,1400
8181,New Delhi,4.9,408,4,No,No,5000
8182,New Delhi,3.9,1545,3,No,Yes,1500
8183,New Delhi,4.7,1563,2,No,No,600
8184,New Delhi,4.0,817,3,Yes,Yes,1800
8185,New Delhi,3.9,3206,2,No,No,500
8186,Gurgaon,4.2,1193,4,No,Yes,3200
8187,New Delhi,4.3,4085,2,No,No,900
8188,New Delhi,4.2,2549,4,Yes,Yes,2600
8189,New Delhi,4.5,2213,3,No,No,1200
8190,New Delhi,3.9,1485,2,No,No,700
8191,New Delhi,4.1,799,3,No,Yes,1800
8192,New Delhi,4.1,387,3,No,No,1400
8193,New Delhi,3.8,1174,3,No,Yes,1200
8194,Gurgaon,4.4,3569,3,No,No,1800
8195,New Delhi,4.7,268,4,No,No,2000
8196,New Delhi,4.0,4689,2,No,No,800
8197,Gurgaon,4.3,716,3,Yes,Yes,1500
8198,New Delhi,4.4,4373,3,Yes,No,1500
8199,New Delhi,4.3,1252,3,Yes,Yes,1600
8200,New Delhi,4.2,2131,3,Yes,Yes,1400
8201,New Delhi,4.9,408,4,No,No,5000
8202,Noida,0,1,1,No,No,450
8203,Noida,0,1,1,No,No,450
8204,Noida,0,1,1,No,No,300
8205,Noida,0,1,1,No,No,200
8206,Noida,0,1,1,No,No,250
8207,Noida,0,0,1,No,No,250
8208,Noida,0,0,1,No,No,300
8209,Noida,0,0,1,No,No,200
8210,Noida,4.3,1670,3,No,No,1600
8211,Noida,3.7,135,2,Yes,No,500
8212,Noida,2.5,221,3,Yes,Yes,1100
8213,Noida,3.9,140,1,No,No,300
8214,Noida,3.6,103,2,Yes,No,500
8215,New Delhi,3.7,32,1,Yes,No,400
8216,Noida,3.4,55,2,No,No,500
8217,Noida,3.5,45,1,Yes,No,200
8218,New Delhi,3.1,36,1,Yes,No,400
8219,New Delhi,3.3,30,1,No,No,350
8220,New Delhi,3.3,32,1,No,No,450
8221,New Delhi,2.6,17,2,No,No,700
8222,Noida,3.7,770,4,Yes,Yes,2000
8223,Noida,3.7,743,3,Yes,Yes,1800
8224,Noida,3.8,612,2,Yes,Yes,800
8225,Noida,3.9,403,2,Yes,No,500
8226,Noida,4.1,567,3,No,Yes,1500
8227,Noida,3.7,833,2,Yes,Yes,900
8228,Noida,3.7,518,1,Yes,No,400
8229,Noida,4.1,322,3,No,Yes,1500
8230,Noida,3.8,418,2,Yes,No,500
8231,Noida,3.9,515,3,Yes,Yes,1600
8232,Noida,3.6,425,3,No,Yes,1550
8233,Noida,3.0,579,4,No,Yes,2600
8234,Noida,3.5,540,4,No,Yes,2200
8235,Noida,3.8,458,2,Yes,No,650
8236,Noida,3.8,268,2,Yes,No,500
8237,Noida,2.6,521,3,No,Yes,1500
8238,Noida,3.6,332,3,Yes,Yes,1600
8239,Noida,3.6,397,2,Yes,No,550
8240,Noida,3.5,420,1,Yes,No,200
8241,Noida,4.2,316,2,Yes,No,750
8242,New Delhi,3.9,1545,3,No,Yes,1500
8243,New Delhi,4.7,1563,2,No,No,600
8244,New Delhi,4.0,817,3,Yes,Yes,1800
8245,New Delhi,3.9,3206,2,No,No,500
8246,Gurgaon,4.2,1193,4,No,Yes,3200
8247,New Delhi,4.3,4085,2,No,No,900
8248,New Delhi,4.2,2549,4,Yes,Yes,2600
8249,New Delhi,4.5,2213,3,No,No,1200
8250,New Delhi,3.9,1485,2,No,No,700
8251,New Delhi,4.1,799,3,No,Yes,1800
8252,New Delhi,4.1,387,3,No,No,1400
8253,New Delhi,3.8,1174,3,No,Yes,1200
8254,Gurgaon,4.4,3569,3,No,No,1800
8255,New Delhi,4.7,268,4,No,No,2000
8256,New Delhi,4.0,4689,2,No,No,800
8257,Gurgaon,4.3,716,3,Yes,Yes,1500
8258,New Delhi,4.4,4373,3,Yes,No,1500
8259,New Delhi,4.3,1252,3,Yes,Yes,1600
8260,New Delhi,4.2,2131,3,Yes,Yes,1400
8261,New Delhi,4.9,408,4,No,No,5000
8262,Noida,3.0,579,4,No,Yes,2600
8263,Noida,3.8,402,1,Yes,No,300
8264,Noida,3.5,540,4,No,Yes,2200
8265,Noida,3.8,458,2,Yes,No,650
8266,Noida,3.8,268,2,Yes,No,500
8267,Noida,2.6,521,3,No,Yes,1500
8268,Noida,3.9,366,3,Yes,Yes,1600
8269,Noida,3.6,332,3,Yes,Yes,1600
8270,Noida,3.6,397,2,Yes,No,550
8271,Noida,3.5,420,1,Yes,No,200
8272,Noida,4.2,316,2,Yes,No,750
8273,Noida,3.3,446,3,No,Yes,1200
8274,Noida,3.4,215,3,No,Yes,1500
8275,Noida,4.5,324,1,No,No,250
8276,Noida,3.4,431,3,Yes,Yes,1200
8277,Noida,3.5,430,2,Yes,No,650
8278,Noida,3.7,331,2,Yes,No,550
8279,Noida,3.6,324,1,Yes,No,350
8280,Noida,3.7,302,2,Yes,Yes,800
8281,Noida,3.9,320,3,No,Yes,1000
8282,Noida,3.3,793,2,Yes,Yes,800
8283,Noida,3.7,518,1,Yes,No,400
8284,Noida,4.3,428,3,Yes,Yes,1600
8285,Noida,4.1,322,3,No,Yes,1500
8286,Noida,3.6,582,2,Yes,No,650
8287,Noida,3.8,418,2,Yes,No,500
8288,Noida,3.8,603,1,No,No,300
8289,Noida,3.9,515,3,Yes,Yes,1600
8290,Noida,3.6,425,3,No,Yes,1550
8291,Noida,3.0,579,4,No,Yes,2600
8292,Noida,3.8,402,1,Yes,No,300
8293,Noida,3.6,507,3,Yes,Yes,1100
8294,Noida,3.5,540,4,No,Yes,2200
8295,Noida,3.8,458,2,Yes,No,650
8296,Noida,3.8,268,2,Yes,No,500
8297,Noida,2.6,521,3,No,Yes,1500
8298,Noida,3.9,366,3,Yes,Yes,1600
8299,Noida,3.6,332,3,Yes,Yes,1600
8300,Noida,3.7,517,3,No,Yes,1500
8301,Noida,3.6,397,2,Yes,No,550
8302,Noida,3.8,89,1,No,No,250
8303,Noida,4.0,76,2,Yes,No,500
8304,Noida,2.0,74,2,Yes,No,500
8305,Noida,3.9,40,2,Yes,No,500
8306,Noida,2.6,59,2,No,No,500
8307,Noida,3.5,57,1,No,No,400
8308,Noida,2.3,62,2,Yes,No,800
8309,Noida,3.2,49,1,Yes,No,350
8310,Noida,3.2,36,2,No,No,550
8311,Noida,2.6,44,2,No,No,600
8312,Noida,3.6,19,1,Yes,No,400
8313,Noida,3.0,37,1,No,No,400
8314,Noida,2.7,33,2,No,No,600
8315,Noida,2.6,32,2,No,No,500
8316,Noida,3.4,29,1,Yes,No,400
8317,Noida,3.1,30,1,Yes,No,350
8318,Noida,2.7,20,2,No,No,600
8319,Noida,3.3,10,2,Yes,No,500
8320,Noida,3.5,24,1,Yes,No,250
8321,Noida,3.3,27,1,No,No,300
8322,Noida,3.5,87,1,Yes,No,300
8323,Noida,2.6,70,1,Yes,No,300
8324,Noida,3.6,97,1,No,No,350
8325,Noida,3.8,89,1,No,No,250
8326,Noida,4.0,76,2,Yes,No,500
8327,Noida,3.9,40,2,Yes,No,500
8328,Noida,2.6,59,2,No,No,500
8329,Noida,2.3,62,2,Yes,No,800
8330,Noida,3.2,49,1,Yes,No,350
8331,Noida,3.2,36,2,No,No,550
8332,Noida,2.6,44,2,No,No,600
8333,Noida,2.6,34,2,Yes,No,500
8334,Noida,3.3,34,2,Yes,Yes,800
8335,Noida,3.0,37,1,No,No,400
8336,Noida,2.7,33,2,No,No,600
8337,Noida,2.6,32,2,No,No,500
8338,Noida,3.4,29,1,Yes,No,400
8339,Noida,3.1,30,1,Yes,No,350
8340,Noida,2.5,17,1,Yes,No,450
8341,Noida,2.8,31,1,No,No,350
8342,Noida,2.8,31,1,No,No,350
8343,Noida,2.3,23,2,Yes,No,500
8344,Noida,0,2,2,Yes,No,500
8345,Noida,2.9,25,2,No,No,600
8346,Noida,3.4,25,2,No,No,500
8347,Noida,2.7,26,2,No,No,550
8348,Noida,3.0,8,1,No,No,300
8349,Noida,2.3,15,1,Yes,No,150
8350,Noida,3.0,4,1,No,No,300
8351,Noida,0,3,1,No,No,250
8352,Noida,3.0,9,1,No,No,100
8353,Noida,2.6,9,2,Yes,No,500
8354,Noida,2.5,7,2,Yes,No,500
8355,Noida,3.0,7,1,No,No,400
8356,Noida,3.0,5,1,Yes,No,250
8357,Noida,2.9,4,1,No,No,300
8358,Noida,2.9,4,1,No,No,150
8359,Noida,0,2,1,No,No,200
8360,Noida,0,1,1,No,No,150
8361,Noida,0,3,2,No,No,600
8362,New Delhi,3.9,1545,3,No,Yes,1500
8363,New Delhi,4.7,1563,2,No,No,600
8364,New Delhi,4.0,817,3,Yes,Yes,1800
8365,New Delhi,3.9,3206,2,No,No,500
8366,Gurgaon,4.2,1193,4,No,Yes,3200
8367,New Delhi,4.3,4085,2,No,No,900
8368,New Delhi,4.2,2549,4,Yes,Yes,2600
8369,New Delhi,4.5,2213,3,No,No,1200
8370,New Delhi,3.9,1485,2,No,No,700
8371,New Delhi,4.1,799,3,No,Yes,1800
8372,New Delhi,4.1,387,3,No,No,1400
8373,New Delhi,3.8,1174,3,No,Yes,1200
8374,Gurgaon,4.4,3569,3,No,No,1800
8375,New Delhi,4.7,268,4,No,No,2000
8376,New Delhi,4.0,4689,2,No,No,800
8377,Gurgaon,4.3,716,3,Yes,Yes,1500
8378,New Delhi,4.4,4373,3,Yes,No,1500
8379,New Delhi,4.3,1252,3,Yes,Yes,1600
8380,New Delhi,4.2,2131,3,Yes,Yes,1400
8381,New Delhi,4.9,408,4,No,No,5000
8382,New Delhi,3.9,1545,3,No,Yes,1500
8383,New Delhi,4.7,1563,2,No,No,600
8384,New Delhi,4.0,817,3,Yes,Yes,1800
8385,New Delhi,3.9,3206,2,No,No,500
8386,Gurgaon,4.2,1193,4,No,Yes,3200
8387,New Delhi,4.3,4085,2,No,No,900
8388,New Delhi,4.2,2549,4,Yes,Yes,2600
8389,New Delhi,4.5,2213,3,No,No,1200
8390,New Delhi,3.9,1485,2,No,No,700
8391,New Delhi,4.1,799,3,No,Yes,1800
8392,New Delhi,4.1,387,3,No,No,1400
8393,New Delhi,3.8,1174,3,No,Yes,1200
8394,Gurgaon,4.4,3569,3,No,No,1800
8395,New Delhi,4.7,268,4,No,No,2000
8396,New Delhi,4.0,4689,2,No,No,800
8397,Gurgaon,4.3,716,3,Yes,Yes,1500
8398,New Delhi,4.4,4373,3,Yes,No,1500
8399,New Delhi,4.3,1252,3,Yes,Yes,1600
8400,New Delhi,4.2,2131,3,Yes,Yes,1400
8401,New Delhi,4.9,408,4,No,No,5000
8402,Noida,0,0,1,No,No,300
8403,Noida,3.7,1182,3,Yes,No,1100
8404,Noida,3.6,582,2,Yes,No,650
8405,Noida,4.1,112,2,Yes,No,500
8406,Noida,3.6,280,1,Yes,No,150
8407,Noida,3.7,131,2,Yes,Yes,800
8408,Noida,3.6,165,1,Yes,No,400
8409,Noida,2.6,192,3,Yes,Yes,1000
8410,Noida,3.7,164,2,Yes,No,600
8411,Noida,2.8,109,2,Yes,No,500
8412,Noida,3.4,67,3,No,Yes,1500
8413,Noida,3.6,97,1,No,No,350
8414,Noida,4.0,76,2,Yes,No,500
8415,Noida,3.9,40,2,Yes,No,500
8416,Noida,3.7,49,1,No,No,200
8417,Noida,2.3,62,2,Yes,No,800
8418,Noida,3.2,49,1,Yes,No,350
8419,Noida,2.6,44,2,No,No,600
8420,Noida,2.7,33,2,No,No,600
8421,Noida,3.4,29,1,Yes,No,400
8422,Noida,3.6,235,3,No,No,1200
8423,Noida,3.7,131,2,Yes,Yes,800
8424,Noida,3.6,165,1,Yes,No,400
8425,Noida,3.2,135,4,No,Yes,2200
8426,Noida,3.4,144,3,No,No,1000
8427,Noida,3.5,144,2,Yes,No,500
8428,Noida,2.2,134,2,Yes,No,650
8429,Noida,3.3,159,2,Yes,No,600
8430,Noida,3.7,164,2,Yes,No,600
8431,Noida,3.5,147,1,Yes,No,400
8432,Noida,3.4,102,1,Yes,No,350
8433,Noida,3.5,94,1,Yes,No,200
8434,Noida,2.2,116,4,No,Yes,2500
8435,Noida,3.3,129,3,Yes,Yes,1500
8436,Noida,3.4,93,2,Yes,No,500
8437,Noida,3.4,67,3,No,Yes,1500
8438,Noida,3.1,112,2,Yes,No,650
8439,Noida,2.6,89,2,Yes,No,700
8440,Noida,3.3,61,1,Yes,No,400
8441,Noida,3.4,79,2,Yes,No,600
8442,Noida,3.0,5,1,No,No,400
8443,Noida,2.9,4,1,No,No,350
8444,Noida,0,1,1,No,No,150
8445,Noida,0,1,1,Yes,No,150
8446,Noida,0,1,1,No,No,150
8447,Noida,0,1,1,No,No,100
8448,Noida,0,0,1,No,No,250
8449,Noida,0,0,1,No,No,300
8450,Noida,3.9,749,3,No,No,1800
8451,Noida,3.8,2019,3,Yes,No,1400
8452,Noida,4.0,617,3,No,No,1300
8453,Noida,4.1,750,3,Yes,Yes,1500
8454,Noida,3.6,547,2,No,No,700
8455,Noida,3.8,477,3,Yes,No,1000
8456,Noida,3.5,1147,4,Yes,Yes,2500
8457,Noida,2.7,608,2,Yes,No,500
8458,Noida,4.0,1055,1,No,No,300
8459,Noida,3.6,703,2,Yes,No,600
8460,Noida,3.7,770,4,Yes,Yes,2000
8461,Noida,3.4,299,3,No,Yes,1800
8462,Noida,3.8,612,2,Yes,Yes,800
8463,Noida,3.9,403,2,Yes,No,500
8464,Noida,4.1,567,3,No,Yes,1500
8465,Noida,3.7,833,2,Yes,Yes,900
8466,Noida,3.3,793,2,Yes,Yes,800
8467,Noida,3.7,518,1,Yes,No,400
8468,Noida,4.1,632,1,No,No,200
8469,Noida,4.3,428,3,Yes,Yes,1600
8470,Noida,4.1,322,3,No,Yes,1500
8471,Noida,3.6,582,2,Yes,No,650
8472,Noida,3.8,418,2,Yes,No,500
8473,Noida,3.8,603,1,No,No,300
8474,Noida,3.9,515,3,Yes,Yes,1600
8475,Noida,3.6,425,3,No,Yes,1550
8476,Noida,3.0,579,4,No,Yes,2600
8477,Noida,3.8,402,1,Yes,No,300
8478,Noida,3.6,507,3,Yes,Yes,1100
8479,Noida,3.5,540,4,No,Yes,2200
8480,Noida,3.8,458,2,Yes,No,650
8481,Noida,3.8,268,2,Yes,No,500
8482,Noida,4.3,1005,1,No,No,400
8483,Noida,3.6,547,2,No,No,700
8484,Noida,3.8,477,3,Yes,No,1000
8485,Noida,3.5,1147,4,Yes,Yes,2500
8486,Noida,2.7,608,2,Yes,No,500
8487,Noida,4.0,1055,1,No,No,300
8488,Noida,3.6,703,2,Yes,No,600
8489,Noida,3.7,770,4,Yes,Yes,2000
8490,Noida,3.8,612,2,Yes,Yes,800
8491,Noida,3.9,403,2,Yes,No,500
8492,Noida,3.7,833,2,Yes,Yes,900
8493,Noida,3.3,793,2,Yes,Yes,800
8494,Noida,4.1,632,1,No,No,200
8495,Noida,3.6,582,2,Yes,No,650
8496,Noida,3.8,418,2,Yes,No,500
8497,Noida,3.9,515,3,Yes,Yes,1600
8498,Noida,3.6,425,3,No,Yes,1550
8499,Noida,3.0,579,4,No,Yes,2600
8500,Noida,3.8,402,1,Yes,No,300
8501,Noida,3.6,507,3,Yes,Yes,1100
8502,Noida,3.4,102,1,Yes,No,350
8503,Noida,3.7,92,1,Yes,No,400
8504,Noida,3.5,94,1,Yes,No,200
8505,Noida,2.8,109,2,Yes,No,500
8506,Noida,3.3,129,3,Yes,Yes,1500
8507,Noida,3.4,67,3,No,Yes,1500
8508,Noida,2.5,103,1,No,No,250
8509,Noida,3.1,112,2,Yes,No,650
8510,Noida,2.6,89,2,Yes,No,700
8511,Noida,3.7,80,1,Yes,No,400
8512,Noida,3.3,61,1,Yes,No,400
8513,Noida,3.6,97,1,No,No,350
8514,Noida,2.2,81,2,Yes,No,700
8515,Noida,3.8,34,1,Yes,No,350
8516,Noida,3.4,79,2,Yes,No,600
8517,Noida,3.5,85,1,No,No,400
8518,Noida,3.4,96,1,No,No,350
8519,Noida,3.7,72,1,Yes,No,450
8520,Noida,2.4,70,2,No,No,700
8521,Noida,2.0,74,2,Yes,No,500
8522,Noida,2.2,134,2,Yes,No,650
8523,Noida,3.7,164,2,Yes,No,600
8524,Noida,3.4,102,1,Yes,No,350
8525,Noida,2.8,109,2,Yes,No,500
8526,Noida,2.2,116,4,No,Yes,2500
8527,Noida,3.4,93,2,Yes,No,500
8528,Noida,3.1,112,2,Yes,No,650
8529,Noida,3.6,18,1,Yes,No,400
8530,Noida,3.6,97,1,No,No,350
8531,Noida,3.5,85,1,No,No,400
8532,Noida,3.4,96,1,No,No,350
8533,Noida,3.9,40,2,Yes,No,500
8534,Noida,3.7,68,1,Yes,No,350
8535,Noida,2.6,59,2,No,No,500
8536,Noida,3.7,31,1,No,No,350
8537,Noida,3.4,69,2,Yes,No,650
8538,Noida,2.8,58,2,Yes,No,600
8539,Noida,3.6,47,1,Yes,No,400
8540,Noida,3.2,49,1,Yes,No,350
8541,Noida,3.7,26,2,Yes,Yes,800
8542,New Delhi,3.9,1545,3,No,Yes,1500
8543,New Delhi,4.7,1563,2,No,No,600
8544,New Delhi,4.0,817,3,Yes,Yes,1800
8545,New Delhi,3.9,3206,2,No,No,500
8546,Gurgaon,4.2,1193,4,No,Yes,3200
8547,New Delhi,4.3,4085,2,No,No,900
8548,New Delhi,4.2,2549,4,Yes,Yes,2600
8549,New Delhi,4.5,2213,3,No,No,1200
8550,New Delhi,3.9,1485,2,No,No,700
8551,New Delhi,4.1,799,3,No,Yes,1800
8552,New Delhi,4.1,387,3,No,No,1400
8553,New Delhi,3.8,1174,3,No,Yes,1200
8554,Gurgaon,4.4,3569,3,No,No,1800
8555,New Delhi,4.7,268,4,No,No,2000
8556,New Delhi,4.0,4689,2,No,No,800
8557,Gurgaon,4.3,716,3,Yes,Yes,1500
8558,New Delhi,4.4,4373,3,Yes,No,1500
8559,New Delhi,4.3,1252,3,Yes,Yes,1600
8560,New Delhi,4.2,2131,3,Yes,Yes,1400
8561,New Delhi,4.9,408,4,No,No,5000
8562,Noida,3.5,61,2,Yes,No,500
8563,Noida,2.6,75,2,Yes,Yes,800
8564,Noida,3.2,65,2,No,No,800
8565,Noida,3.6,33,2,No,No,600
8566,Noida,2.1,56,1,Yes,No,350
8567,Noida,2.6,37,2,Yes,No,550
8568,Noida,3.1,39,2,Yes,No,650
8569,Noida,3.2,35,2,Yes,No,600
8570,Noida,3.1,29,2,Yes,No,650
8571,Noida,2.8,28,2,No,No,500
8572,Noida,2.5,28,3,Yes,Yes,1000
8573,Noida,2.3,23,2,Yes,No,500
8574,Noida,2.3,24,2,Yes,No,500
8575,Noida,0,2,2,Yes,No,500
8576,Noida,2.5,23,2,No,No,650
8577,Noida,2.9,25,2,No,No,600
8578,Noida,2.7,15,2,Yes,No,600
8579,Noida,2.5,20,2,No,No,550
8580,Noida,3.2,6,2,No,No,950
8581,Noida,0,2,1,No,No,350
8582,Noida,2.3,8,2,Yes,No,600
8583,Noida,2.9,7,2,No,No,600
8584,Noida,0,3,3,No,No,1250
8585,Noida,2.6,7,3,No,No,1000
8586,Noida,0,3,1,No,No,300
8587,Noida,2.8,5,1,No,No,350
8588,Noida,3.1,4,1,No,No,300
8589,Noida,2.6,5,2,Yes,No,500
8590,Noida,3.0,5,1,No,No,300
8591,Noida,0,1,1,No,No,250
8592,Noida,0,0,1,No,No,400
8593,Noida,0,1,1,No,No,300
8594,Noida,0,1,1,No,No,300
8595,Noida,0,1,1,No,No,300
8596,Noida,0,1,1,No,No,300
8597,Noida,0,0,2,No,No,600
8598,Noida,0,0,1,No,No,300
8599,Noida,0,0,1,No,No,200
8600,Noida,0,0,1,No,No,200
8601,Noida,0,0,2,No,No,500
8602,New Delhi,3.9,1545,3,No,Yes,1500
8603,New Delhi,4.7,1563,2,No,No,600
